Item type,Dataset Size,Dataset Shape,Dataset Type,Item name/path
Group,N/A,N/A,N/A,AwakeEventData
Group,N/A,N/A,N/A,AwakeEventData/AIRTR01
Group,N/A,N/A,N/A,AwakeEventData/AIRTR01/Acq
Group,N/A,N/A,N/A,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12
Group,N/A,N/A,N/A,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement
Dataset,1,(),|S128,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/leftLimitSwitchReached
Dataset,1,(),|S128,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/position
Dataset,1,(),|S128,AwakeEventData/MPPAWAKE-STANDA-12.AXIS12/Movement/rightLimitSwitchReached
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR01
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR01/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR01/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR02
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR02/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR02/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR03
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR03/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR03/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR04
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR04/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR04/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR05
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR05/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR05/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR06
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR06/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR06/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR13
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR13/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR13/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR14
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR14/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR14/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR15
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR15/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR15/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR16
Group,N/A,N/A,N/A,AwakeEventData/PMOTOR16/Acquisition
Dataset,1,(1,),int32,AwakeEventData/PMOTOR16/Acquisition/position
Group,N/A,N/A,N/A,AwakeEventData/Plunger.412401
Group,N/A,N/A,N/A,AwakeEventData/Plunger.412401/StartCounterSt
Dataset,1,(1,),int32,AwakeEventData/Plunger.412401/StartCounterSt/value
Group,N/A,N/A,N/A,AwakeEventData/Plunger.412401/State
Dataset,1,(1,),int16,AwakeEventData/Plunger.412401/State/value
Group,N/A,N/A,N/A,AwakeEventData/Plunger.412422
Group,N/A,N/A,N/A,AwakeEventData/Plunger.412422/StartCounterSt
Dataset,1,(1,),int32,AwakeEventData/Plunger.412422/StartCounterSt/value
Group,N/A,N/A,N/A,AwakeEventData/Plunger.412422/State
Dataset,1,(1,),int16,AwakeEventData/Plunger.412422/State/value
Group,N/A,N/A,N/A,AwakeEventData/RADMON.AWAKE-1
Group,N/A,N/A,N/A,AwakeEventData/RADMON.AWAKE-1/Acquisition
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/SEUType2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1HadronFluence
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1MBUCounts
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank1SEUCounts
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2HadronFluence
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2MBUCounts
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumBank2SEUCounts
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumNeutronFluence
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/cumTID2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/lPar3
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-1/Acquisition/lParType
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/pinDiodeType
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet1Type
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/radfet2Type
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/radmonStatus
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionNumber
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-1/Acquisition/revisionType
Group,N/A,N/A,N/A,AwakeEventData/RADMON.AWAKE-2
Group,N/A,N/A,N/A,AwakeEventData/RADMON.AWAKE-2/Acquisition
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/SEUType2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1HadronFluence
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1MBUCounts
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank1SEUCounts
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2HadronFluence
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2MBUCounts
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumBank2SEUCounts
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumNeutronFluence
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/cumTID2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/lPar3
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-2/Acquisition/lParType
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/pinDiodeType
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet1Type
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/radfet2Type
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/radmonStatus
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionNumber
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-2/Acquisition/revisionType
Group,N/A,N/A,N/A,AwakeEventData/RADMON.AWAKE-3
Group,N/A,N/A,N/A,AwakeEventData/RADMON.AWAKE-3/Acquisition
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/SEUType2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1HadronFluence
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1MBUCounts
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank1SEUCounts
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2HadronFluence
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2MBUCounts
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumBank2SEUCounts
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumNeutronFluence
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/cumTID2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar1
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar2
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/lPar3
Dataset,1,(1,),float64,AwakeEventData/RADMON.AWAKE-3/Acquisition/lParType
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/pinDiodeType
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet1Type
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/radfet2Type
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/radmonStatus
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionNumber
Dataset,1,(1,),int32,AwakeEventData/RADMON.AWAKE-3/Acquisition/revisionType
Group,N/A,N/A,N/A,AwakeEventData/RPADA.BB4.RQNI.412432
Dataset,1,(1,),float32,AwakeEventData/RPADA.BB4.RQNI.412432/MEAS.I
Dataset,1,(1,),float32,AwakeEventData/RPADA.BB4.RQNI.412432/REF.I
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412344
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412345
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412347
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412349
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412353
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430011
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430029
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430040
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430104
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430130
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430204
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430309
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412344
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412345
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412347
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412349
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412353
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430011
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430029
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430040
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430104
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430130
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430204
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430309
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.412344
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.412347
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.430031
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.430037
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.430109S
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.412346
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430034
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430118
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430205
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430311
Group,N/A,N/A,N/A,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPPEF.BB4.RBIH.412435
Dataset,1,(1,),float32,AwakeEventData/RPPEF.BB4.RBIH.412435/MEAS.I
Dataset,1,(1,),float32,AwakeEventData/RPPEF.BB4.RBIH.412435/REF.I
Group,N/A,N/A,N/A,AwakeEventData/RPSKN.TSG4.SNH.430000
Group,N/A,N/A,N/A,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/RPSKN.TSG4.SNJ.430001
Group,N/A,N/A,N/A,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition
Dataset,1,(1,),float32,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition/currentAverage
Group,N/A,N/A,N/A,AwakeEventData/SPS.BCTDC.41435
Group,N/A,N/A,N/A,AwakeEventData/SPS.BCTDC.41435/Acquisition
Dataset,1,(1,),|S1,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqDesc
Dataset,1,(1,),|S32,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqMsg
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqState
Dataset,1,(1,),|S25,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqTime
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/calMarkerData
Dataset,1,(1,),|S1,AwakeEventData/SPS.BCTDC.41435/Acquisition/cycleTime
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpCycleTime
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpInt
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/inCheckStatusData
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/lowIbStatusData
Dataset,940,(940,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unitExponent
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfAdcData
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/range1Data
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/range2Data
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/range3Data
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.41435/Acquisition/range4Data
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfIntensity
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowCycleTime
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/superCycleNb
Dataset,940,(940,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity
Dataset,4480,(4, 1120),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity4Ranges
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unit
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus
Group,N/A,N/A,N/A,AwakeEventData/SPS.BCTDC.51895
Group,N/A,N/A,N/A,AwakeEventData/SPS.BCTDC.51895/Acquisition
Dataset,1,(1,),|S1,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc
Dataset,1,(1,),|S32,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState
Dataset,1,(1,),|S25,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqTime
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/calMarkerData
Dataset,1,(1,),|S1,AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpInt
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/inCheckStatusData
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/lowIbStatusData
Dataset,940,(940,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray1
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray2
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfMeas
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/range1Data
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/range2Data
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/range3Data
Dataset,1120,(1120,),int16,AwakeEventData/SPS.BCTDC.51895/Acquisition/range4Data
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/samplingTime
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfCycleTime
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfIntensity
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/selectedRange
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowCycleTime
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowExtInt
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/superCycleNb
Dataset,940,(940,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity
Dataset,4480,(4, 1120),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity4Ranges
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unit
Dataset,1,(1,),float32,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unitExponent
Dataset,1,(1,),int32,AwakeEventData/SPS.BCTDC.51895/Acquisition/vmodStatus
Group,N/A,N/A,N/A,AwakeEventData/SPSBQMSPSv1
Group,N/A,N/A,N/A,AwakeEventData/SPSBQMSPSv1/Acquisition
Dataset,1,(),bool,AwakeEventData/SPSBQMSPSv1/Acquisition/beamOk
